Dep,Domain,PreSeg,FollVowel,Stress,Speaker,Sex,SEC,Edu,Age,Grapheme,Token ,Natlog,Log2,Context
Str,Interior,Mid,Mid,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,Bello,0,1,lados de Bello nos vamos
Non,Initial,High,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,si ya le han
Str,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,llega,7.169350017,10.34318572,la gente llega a divertirse
Non,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegar,7.687997166,11.09143539,puede llegar a divertirse
Non,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,natilla,0.693147181,1,haciendo la natilla / 
Non,Interior,Mid,Mid,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,pollo,4.394449155,6.339850003,matando un pollo /
Non,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,natilla,0.693147181,1,siempre es la natilla / 
Non,Interior,Mid,Mid,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,pollo,4.394449155,6.339850003,el pollo y así
Str,Interior,Mid,Mid,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,pollo,4.394449155,6.339850003,es pollo o un treinta
Str,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,natilla,0.693147181,1,hago la natilla que quiera
Str,Initial,Low,High,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yuca,3.33220451,4.807354922,la yuca / 
Non,Interior,Low,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,y,vaya,6.89060912,9.941047606,no le vaya a quedar
Non,Initial,Low,High,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yuca,3.33220451,4.807354922,se le echa la yuca / 
Non,Interior,Low,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,y,vaya,6.89060912,9.941047606,no le vaya a quedar
Non,Initial,Mid,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,porque ya no es
Non,Initial,Consonant,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,llega,7.169350017,10.34318572,usted llega a la cocina
Non,Initial,Pause,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765, / ya los viejitos
Non,Initial,Mid,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,que ya esa gente
Non,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de la gente
Str,Interior,High,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,millones,8.338305731,12.02963233,de tres millones de pesos
Non,Interior,High,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,millones,8.338305731,12.02963233,beberse tres millones de pesos
Str,Initial,Consonant,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegada,5.351858133,7.721099189,recien llegada aquí
Non,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,aquí a Medellín / 
Str,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,aquí a Medellín / 
Str,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,acá a Medellín / 
Non,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegamos,6.025865974,8.693486957,llegamos aquí a Medellín.
Non,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,aquí a Medellín.
Str,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegué,6.320768294,9.118941073,yo llegué aquí / 
Str,Initial,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegado,6.849066283,9.881113961,no había llegado
Non,Interior,Low,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,cayó,5.620400866,8.108524457,un muerto cayó en mis
Str,Interior,Low,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,desmayé,1.791759469,2.584962501,yo me desmayé.
Non,Interior,Low,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,cayó,5.620400866,8.108524457,el muñeco cayó a mis pies
Str,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegué,6.320768294,9.118941073,yo llegué me ntre
Non,Interior,Low,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,cayó,5.620400866,8.108524457,se cayó en mis pies
Non,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría del tiempo
Str,Interior,High,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,millones,8.338305731,12.02963233,contando millones y millones de plata
Str,Interior,High,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,millones,8.338305731,12.02963233,millones y millones de plata
Non,Interior,High,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,billetitos,0,1,puros billetitos de cincuenta
Non,Interior,Low,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,y,haya,7.832410927,11.2997804,que haya pasado así?
Str,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,lleno,5.700443573,8.224001674,un colegio lleno como son
Non,Interior,Low,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,y,haya,7.832410927,11.2997804,que haya pasado.
Str,Initial,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,lluvia,4.94875989,7.139551352,el otro lluvia /
Non,Initial,Pause,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039, / yo como como siempre
Str,Initial,Low,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,lluvia,4.94875989,7.139551352,la lluvia / 
Str,Initial,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,lluvia,4.94875989,7.139551352,de lluvia porque
Str,Initial,Low,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,lluvia,4.94875989,7.139551352,mucha lluvia.
Str,Initial,Low,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,lluvia,4.94875989,7.139551352,fue mucha lluvia.
Non,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,esto yo digo que
Non,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,en este barrio yo nací
Str,Initial,Pause,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039, / yo e el colegio
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,ellos,8.870522545,12.79745889,no porque ellos que son
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,ellos,8.870522545,12.79745889,y ellos todos
Non,Initial,Low,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,amañadora yo me amaño
Non,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,duermo yo la palomita.
Non,Interior,Mid,Low,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,ella,8.686260633,12.53162514,mucho tiempo en ella a mí
Non,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,porque yo he paseado
Non,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,digo yo como mi ciudad
Str,Initial,High,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ya,10.11419408,14.59169765,si ya que toque
Str,Interior,High,Low,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,Villa,3.713572067,5.357552005,estar en Villa de Leiva
Non,Interior,High,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,construyendo,4.709530201,6.794415866,están construyendo y no
Str,Initial,Consonant,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039,pues yo recuerdo
Non,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,decir que Medellín que ciudad
Str,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,de Medellín pero ahora
Non,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,mejor vivir en Medellín
Non,Initial,Pause,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,yo,10.67262308,15.39734039, / yo digo que el Metro
Non,Initial,Mid,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ya,10.11419408,14.59169765,que ya no es
Non,Initial,Mid,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ya,10.11419408,14.59169765,que ya no se ve
Str,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,que tuvo Medellín eso es malo
Non,Interior,Low,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,allá,8.323122888,12.00772811,de allá de Brasil
Str,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,lo que pasó en Medellín / 
Non,Initial,Mid,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ya,10.11419408,14.59169765,eso ya fue
Non,Initial,Mid,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ya,10.11419408,14.59169765,pasado ya mi ciudad
Non,Initial,High,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ya,10.11419408,14.59169765,y ya empezaría
Non,Interior,Low,High,Pretonic,G2SPM5,Female,Low,Secondary,20-35,y,ayudar,6.154858094,8.87958325,a ayudar a criar 
Str,Interior,Low,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ayudo,3.555348061,5.129283017,le ayudo a mi mama
Non,Interior,Low,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,taller,4.96284463,7.159871337,tiene un taller de confección
Str,Interior,Low,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,ayudo,3.555348061,5.129283017,yo le ayudo en el taller también
Non,Interior,Low,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,taller,4.96284463,7.159871337,en el taller también
Non,Initial,Mid,Mid,Pretonic,G2SPM5,Female,Low,Secondary,20-35,ll,llevar,7.101675972,10.24555271,niños de llevar una pedagogía
Non,Interior,Low,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,taller,4.96284463,7.159871337,en el taller de confección
Non,Interior,Low,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,taller,4.96284463,7.159871337,en el taller de confección
Non,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,Medellín todo
Str,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,todo Medellín es bueno
Non,Interior,Mid,High,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,Medellín,0,1,creo que Medellín como
Non,Interior,High,Low,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,natilla,0.693147181,1,hacemos natilla casi siempre
Non,Interior,High,Low,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,natilla,0.693147181,1,hacemos la natilla y el buñuelo
Non,Initial,Mid,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,llama,7.764296006,11.20151134,como se llama esto
Non,Interior,Mid,Low,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,aquella,7.312553498,10.54978467,en aquella casa
Non,Interior,Low,Low,Postonic,G2SPM5,Female,Low,Secondary,20-35,y,haya,7.832410927,11.2997804,que me haya impresionado?
Str,Interior,Low,Mid,Pretonic,G2SPM5,Female,Low,Secondary,20-35,ll,callejoncito,1.791759469,2.584962501,en este callejoncito mataron
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,el pollo se come
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,el pollo así yo 
Str,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,cogiera el pollo y él
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,que el pollo se coge
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,mi pollo quisque
Non,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,se come pollo?
Str,Interior,Mid,Mid,Postonic,G2SPM5,Female,Low,Secondary,20-35,ll,pollo,4.394449155,6.339850003,se come el pollo y
Non,Interior,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,y,leyendo,5.283203729,7.622051819,estoy leyendo un libro
Non,Initial,Mid,Low,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,llama,7.764296006,11.20151134,que se llama el poder
Str,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,llega,7.169350017,10.34318572,le llega cualquier
Str,Initial,Mid,Mid,Tonic,G2SPM5,Female,Low,Secondary,20-35,ll,llega,7.169350017,10.34318572,cualquier día le llega.
Non,Initial,Low,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,lluvia,4.94875989,7.139551352,o sea la lluvia es
Str,Initial,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,lleva,7.19142933,10.37503943,y eso lleva a problemas
Non,Interior,Low,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,calle,7.678326357,11.07748336,a la calle a conversar
Non,Initial,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,sin embargo yo creo
Non,Initial,Consonant,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,sectores ya municipales
Non,Interior,Low,Low,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,y,haya,7.832410927,11.2997804,donde no haya tanta
Non,Initial,Consonant,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llenos,4.394449155,6.339850003,tan llenos de 
Non,Initial,High,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya han derribado
Non,Interior,Low,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de las casas
Non,Initial,Pause,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039, / yo creo que el barrio
Non,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,construyeron,3.951243719,5.700439718,construyeron el CAI
Non,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,destruyeran,0,1,que las destruyeran / 
Non,Initial,Consonant,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegamos,6.025865974,8.693486957,nos llegamos todos 
Non,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,ellos,8.870522545,12.79745889,nosotros a ellos / 
Str,Initial,Consonant,Low,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llamado,6.608000625,9.533329732,hacer un llamado porque
Non,Initial,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,que viene yo creo
Str,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,que es Medellín y es
Non,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,construyó,4.394449155,6.339850003,y le construyó una tercera
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,me encanta Medellín / 
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,pienso que Medellín es
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,que Medellín está creciendo
Non,Interior,High,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,bullicio,1.609437912,2.321928095,el bullicio y la exageración
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,salir en Medellín en un carro
Non,Initial,Consonant,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegar,7.687997166,11.09143539,para poder llegar / 
Non,Initial,High,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya uno puede
Non,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,desarrollo,7.675546003,11.07347215,traen desarrollo / 
Str,Initial,Consonant,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llevan,6.342121419,8.214319121,digamos llevan más 
Non,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,ellos,8.870522545,12.79745889,donde ellos empiezan
Str,Initial,Consonant,Low,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llamativo,2.564949357,3.700439718,es lo más llamativo / 
Non,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,construyendo,4.709530201,6.794415866,están construyendo a nivel
Str,Initial,Low,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llevar,7.101675972,10.24555271,van a llevar más / 
Non,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,desarrollo,7.675546003,11.07347215,el desarrollo que 
Str,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,vivir a Medellín /
Non,Interior,Low,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,calles,6.137727054,8.854868383,haber más calles / 
Non,Initial,Consonant,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llenos,4.394449155,6.339850003,están llenos entonces
Non,Initial,Pause,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039, / yo pienso que 
Non,Initial,Consonant,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llenos,4.394449155,6.339850003,estén llenos / 
Str,Initial,Mid,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,cuando ya el vagón
Non,Initial,Low,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,lleno,5.700443573,8.224001674,está lleno no abrir
Non,Initial,Consonant,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,pues yo yo he ido
Non,Initial,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,lleva,7.19142933,10.37503943,le lleva mucho
Non,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,desarrollo,7.675546003,11.07347215,mucho desarrollo a los
Non,Initial,Mid,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,uno ya está montado
Non,Initial,Pause,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039, / yo decía en estos días
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,se asienta en Medellín / 
Str,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,me gusta tanto Medellín / 
Non,Initial,Mid,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,eso ya no debería existir
Str,Initial,Mid,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,cero ya deberían estar
Non,Interior,Low,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ayudas,4.510859507,6.50779464,las ayudas de las
Non,Interior,Low,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ayudas,4.510859507,6.50779464,todas esas ayudas / 
Non,Initial,Mid,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegar,7.687997166,11.09143539,tengan a donde llegar
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,aquí en Medellín sino en
Non,Interior,Low,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,allá,8.323122888,12.00772811,allá nos conocimos
Str,Initial,High,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya continuamos
Str,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,aquí en Medellín él vive
Str,Initial,Pause,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,yo en Medellín y continuamos
Non,Interior,Mid,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,en Medellín y continuamos
Non,Initial,Pause,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039, / yo le digo el gordito
Str,Initial,Pause,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039, / yo con la famila
Non,Interior,Low,Low,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,y,vaya,6.89060912,9.941047606,se los vaya a devolver
Non,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,ellos,8.870522545,12.79745889,la familia de ellos entonces
Str,Initial,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llevan,6.342121419,8.214319121,se llevan bien
Non,Interior,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,proyectos,7.05012252,10.1711768,yo tenía proyectos
Non,Interior,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,proyectos,7.05012252,10.1711768,mis proyectos eran
Non,Interior,Low,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,trayecto,3.63758616,5.247927513,ese trayecto y y 
Str,Initial,Mid,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,ubicando ya una vida
Non,Interior,Low,High,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ayudarle,3.555348061,5.129283017,y ayudarle realment cuando
Non,Interior,Low,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,ayuda,6.719013154,9.693486957,le ayuda a sacar
Str,Interior,Mid,Low,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,ella,8.686260633,12.53162514,la organizo a ella / 
Non,Interior,Low,High,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,desayuno,4.532599493,6.539158811,el desayuno de la niña / 
Non,Initial,Low,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegado,6.849066283,9.881113961,ha llegado del colegio
Str,Initial,Low,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegado,6.849066283,9.881113961,ha llegado del trabajo
Non,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,construyendo,4.709530201,6.794415866,se está construyendo / 
Str,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,construyeron,3.951243719,5.700439718,que construyeron por los lados
Non,Initial,Mid,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llama,7.764296006,11.20151134,el Parque Explora se llama?
Non,Initial,Mid,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegó,7.058758153,10.18363538,que llegó de EPM
Non,Interior,High,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,y,construyendo,4.709530201,6.794415866,que han ido construyendo / 
Str,Interior,Mid,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,pollo,4.394449155,6.339850003,sacaba el pollo o el almuerzo
Non,Interior,Low,Mid,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,calle,7.678326357,11.07748336,comer en la calle / 
Non,Initial,Mid,Mid,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,lleva,7.19142933,10.37503943,que lleva de la casa
Str,Interior,High,Low,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,natilla,0.693147181,1,hacemos una natilla o 
Non,Initial,Mid,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegar,7.687997166,11.09143539,era religioso llegar a casa
Non,Initial,Consonant,Mid,Pretonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,llegábamos,4.262679877,9.131856961,todos llegabamos /
Str,Interior,Low,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,allá,8.323122888,12.00772811,nos reuníamos allá / 
Non,Interior,High,Low,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,natilla,0.693147181,1,la natilla /
Str,Interior,High,Low,Tonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,parrillada,0,1,una parrillada otras veces
Non,Interior,Mid,Low,Postonic,G2BMM1,Female,Middle,Bachelor,20-35,ll,ella,8.686260633,12.53162514,o sea ella la
