Dep,Domain,PreSeg,FollVowel,Stress,Speaker,Sex,SEC,Edu,Age,Grapheme,Token ,Natlog,Log2,Context
Str,Initial,Mid,Mid,Pretonic,G3PPM2,Female,Low,Primary,36-55,ll,llevaron,5.758901774,8.30833903,me llevaron a verlo
Non,Interior,Low,Mid,Postonic,G3PPM2,Female,Low,Primary,36-55,ll,calle,7.678326357,11.07748336,en la calle / 
Non,Interior,Low,Mid,Postonic,G3PPM2,Female,Low,Primary,36-55,ll,calle,7.678326357,11.07748336,pero en la calle sí
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,y,oye,6.69950034,9.665335917,uno oye comentar
Str,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,de hecho yo / 
Str,Initial,Low,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llovido,3.36729583,4.857980995,ha llovido / 
Str,Initial,Low,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llovido,3.36729583,4.857980995,ha llovido en todos
Non,Initial,Pause,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo pienso/ 
Str,Interior,Mid,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,"todo Medellín, cierto?"
Non,Interior,Low,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ayuda,6.719013154,9.693486957,y eso ayuda / 
Str,Interior,Low,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ayuda,6.719013154,9.693486957,eso ayuda a tener
Non,Interior,Low,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ayuda,6.719013154,9.693486957,eso ayuda a que
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,clima de allá es ideal
Str,Interior,High,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,marinilla,0,1,es en Marinilla
Non,Initial,Pause,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo pienso que
Str,Initial,Mid,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llaman,6.675823222,9.631177056,le llaman el cafetero
Non,Initial,Mid,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,cafetero ya como tal
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,de que yo me saliera
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,porque yo tenía una amiga
Non,Initial,Mid,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llegamos,6.025865974,8.693486957,que primero llegamos / 
Non,Initial,High,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,y ya ahora le quitaron
Non,Initial,Pause,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo pienso que
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,como yo me codeo
Non,Initial,Consonant,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llama,7.764296006,11.20151134,mucha gente nos llama
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,pero yo espero
Non,Initial,Pause,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya no ya no es el mismo
Non,Initial,Mid,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,no ya no es el mismo
Str,Initial,High,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,para mí yo no me iría
Non,Initial,Pause,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039, / yo me siento
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,yo,10.67262308,15.39734039,no yo no encuentro
Str,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,casas por allá / 
Non,Initial,Consonant,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llegamos,6.025865974,8.693486957,nosotros llegamos / 
Non,Interior,High,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Carrillo,0,1,hasta que Carrillo / 
Non,Initial,Mid,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,porque ya los árboles
Str,Interior,Low,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ayudan,4.736198448,6.832890014,árboles ayudan a que
Non,Interior,Low,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,y,haya,7.832410927,11.2997804,no haya tanta visibilidad
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,seguro que ellos también
Str,Initial,Mid,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765,es que ya no es
Str,Interior,High,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,capilla,4.025351691,5.807354922,principalmente la capilla / 
Str,Interior,High,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,capilla,4.025351691,5.807354922,la capilla / el museo
Non,Initial,Pause,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya como tengo
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,acuerdo con ellos / 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,entonces ellos deciden
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,lo que ellos elijan 
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,y ella es enfermera
Non,Interior,Low,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,desayuna,0.693147181,1,que él desayuna / 
Non,Initial,Pause,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ya,10.11419408,14.59169765, / ya nosotros los reformamos
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llego,5.420534999,7.820178962,cuando llego a una ciudad
Str,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,pienso mejor que ellos / 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,pues ahora ellos porque
Str,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,es que ellos vengan /
Str,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,por ella y / 
Non,Initial,Consonant,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llevaba,6.326149473,9.126704473,nos llevaba en el carrito
Str,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,desarrollo,7.675546003,11.07347215,en cuanto a desarrollo es otra
Non,Interior,Mid,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,que ha cambiado Medellín / 
Non,Interior,Mid,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,la gente de Medellín me parece
Str,Interior,Mid,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,la gente de Medellín es 
Non,Interior,Mid,High,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Medellín,0,1,de Medellín tiene 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,ellos tenían una finca
Str,Initial,Mid,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llama,7.764296006,11.20151134,se llama San Mateo / 
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,allá había en la finca
Non,Interior,High,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,guerrilla,4.276666119,6.169925001,la guerrilla y aún
Str,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,y allá nos reuníamos
Str,Interior,High,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,en bachillerato y nos casamos
Non,Interior,High,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,terminamos el bachillerato
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,bella,4.795790546,6.918863237,es muy bella persona
Non,Interior,High,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,maravilloso,5.278114659,7.614709844,lo más maravilloso
Non,Initial,Consonant,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llegado,6.849066283,9.881113961,haber llegado a esta edad
Non,Initial,Pause,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llevamos,5.693732139,8.214319121, / llevamos cuarenta y dos
Str,Interior,High,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,cuarto de bachillerato
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,por ellos en sus últimos
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,pensar de ellos / 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,resentimientos de ellos 
Str,Initial,Mid,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llorando,4.510859507,6.50779464,o llorando / 
Str,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,la de ellos porque 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,porque ellos nos dieron
Non,Interior,Low,High,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ayudamos,3.258096538,4.700439718,nos ayudamos en necesidades
Str,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,y,apoyo,7.048386409,10.16867212,gran apoyo en épocas
Str,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,y,apoyo,7.048386409,10.16867212,de gran apoyo / 
Str,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,y allá iban
Non,Interior,High,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,bachillerato,5.866468057,8.463524373,en bachillerato hacíamos
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,nos reuníamos allá
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellas,7.301822342,10.53430288,ellas generalmente les gusta
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,aquella,7.312553498,10.54978467,porque aquella / 
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,estando allá me llamó quien
Str,Initial,Mid,Low,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llamó,5.877735782,8.479780264,me llamó quien
Str,Interior,Low,High,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,y,desayunando,0,1,está desayunando /
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,porque allá con un grupo
Str,Initial,Consonant,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llega,7.169350017,10.34318572,después llega mi esposo
Str,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,salimos de allá / 
Non,Interior,Low,High,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,y,desayunamos,1.609437912,2.321928095,desayunamos con la otra hija
Non,Interior,Low,High,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,y,desayunamos,1.609437912,2.321928095,desayunamos y ya 
Non,Initial,Mid,Mid,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llega,7.169350017,10.34318572,la que llega y yo
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,día que ella está
Non,Initial,Low,Low,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llamando,4.820281566,6.95419631,me estaba llamando ahorita
Non,Interior,Low,High,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,y,ayudar,6.154858094,8.87958325,les puede ayudar a ellas
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellas,7.301822342,10.53430288,ayudar a ellas.
Non,Initial,Mid,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llegar,7.687997166,11.09143539,acaba de llegar / 
Str,Initial,Low,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llevar,7.101675972,10.24555271,quería llevar esos jóvenes
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,jóvenes allá a la finca
Str,Interior,Low,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,buscar en la calle / 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,ellos lo que buscaban
Str,Interior,Low,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,calle,7.678326357,11.07748336,en la calle y hace
Str,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,pasamos allá y nos
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,ellos abren sus regalos
Non,Interior,Low,Low,Tonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,allá,8.323122888,12.00772811,abren sus regalos allá / 
Non,Interior,High,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,morcilla,1.791759469,2.584962501,eh morcilla / 
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,pollo,4.394449155,6.339850003,una cena con pollo / 
Str,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,cebolla,3.737669618,5.392317423,"tomate, cebolla / "
Non,Interior,Mid,Mid,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ellos,8.870522545,12.79745889,a ellos les encanta
Non,Initial,Mid,Low,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llamaba,6.814542897,9.831307244,se llamaba Eloisa
Non,Interior,Mid,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,ella,8.686260633,12.53162514,y ella le contaba
Non,Interior,Low,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,y,haya,7.832410927,11.2997804,que haya tenido
Non,Initial,Mid,Low,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llamaba,6.814542897,9.831307244,se llamaba el departamento
Non,Initial,Mid,Mid,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,lloraba,3.433987204,4.95419631,yo lloraba porque
Str,Initial,High,Low,Pretonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,llamamos,5.556828062,8.016808288,y llamamos a un tío
Non,Interior,High,Low,Postonic,G4BMM1,Female,Middle,Bachelor,56-90,ll,Pinilla,0,1,Elmer Pinilla que aun vive
Non,Interior,High,Mid,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,y,influye,4.736198448,6.832890014,y eso influye mucho
Str,Initial,Low,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llover,3.583518938,5.169925001,va como a llover/
Non,Initial,High,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,sí yo creo
Str,Initial,Low,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llovido,3.36729583,4.857980995,ha llovido mucho
Str,Initial,High,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,y yo creo que 
Non,Interior,Mid,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,en todo Medellín donde
Str,Initial,Consonant,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,lluvias,5.147494477,7.426264755,tantas lluvias y todo
Non,Initial,Consonant,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,pues yo creo
Non,Initial,Consonant,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,pues yo pienso
Str,Interior,Low,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,callado,3.931825633,5.672425342,/callado/
Non,Interior,Low,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,allá,8.323122888,12.00772811,mucho por allá y
Str,Initial,High,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya por La Treinta
Str,Initial,High,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya no conozco muchos
Str,Initial,High,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya de acá
Str,Interior,Low,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,allí,8.442900587,12.18053081,un bazar de allí de
Str,Initial,High,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya eso
Str,Initial,Pause,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,/ya/
Non,Initial,High,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,y ya y
Str,Initial,Pause,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,/ya están
Str,Interior,High,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,construyendo,4.709530201,6.794415866,están construyendo muchos
Str,Initial,Mid,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,vivir no yo creo
Str,Interior,Low,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,allá,8.323122888,12.00772811,para quedarme allà/
Str,Initial,Consonant,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,pues yo no sé
Non,Initial,Pause,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,/yo de política
Non,Interior,Low,Mid,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,calles,6.137727054,8.854868383,de e calles/
Str,Interior,Low,Mid,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,calles,6.137727054,8.854868383,las calles y las aceras
Str,Interior,Low,High,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ayudara,3.044522438,4.392317423,que les ayudara
Non,Interior,Mid,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,que Medellín/
Non,Interior,Low,Mid,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,calles,6.137727054,8.854868383,las calles sean
Str,Initial,Consonant,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,entonces yo creo
Str,Initial,Consonant,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,inventos yo creo
Non,Initial,Mid,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llevarte,2.708050201,3.906890596,puede llevarte a cualquier
Str,Interior,Mid,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,de Medellín y 
Str,Initial,Mid,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llega,7.169350017,10.34318572,que no llega pues
Str,Initial,Consonant,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llegar,7.687997166,11.09143539,puedan llegar a 
Non,Initial,Pause,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,yo,10.67262308,15.39734039,/yo creo que es
Str,Initial,Consonant,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,entonces ya gracias
Str,Initial,Pause,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,/ya dije 
Str,Interior,Mid,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,a Medellín y
Str,Interior,Mid,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,Medellín,0,1,de Medellín y 
Str,Initial,Consonant,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ya,10.11419408,14.59169765,entonces ya/
Str,Interior,High,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,y,tuya,4.820281566,6.95419631,ser amiga tuya o algo
Non,Initial,Low,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llevarlo,4.394449155,6.339850003,no quiera llevarlo a uno
Non,Initial,Low,Low,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llamado,6.608000625,9.533329732,me ha llamado mucho
Str,Initial,Mid,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llego,5.420534999,7.820178962,universidad e llego a la universidad
Str,Interior,Low,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,allá,8.323122888,12.00772811,mucho allá en la universidad
Non,Interior,Mid,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,ella,8.686260633,12.53162514,/ella está
Non,Interior,High,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,bachillerato,5.866468057,8.463524373,está en bachillerato
Str,Interior,Mid,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,ella,8.686260633,12.53162514,una amiga de ella le
Str,Interior,Low,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ayuda,6.719013154,9.693486957,le ayuda a buscar
Str,Initial,Mid,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llegar,7.687997166,11.09143539,acabò de llegar/
Str,Interior,High,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,natilla,0.693147181,1,hacer natilla o hacer
Str,Interior,High,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,sencilla,5.241747015,7.562242424,pues sencilla/
Str,Interior,Mid,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,ella,8.686260633,12.53162514,pero ella murió
Str,Interior,Mid,Low,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,desarrollado,5.370638028,7.74819285,del gusto muy desarrollado
Str,Interior,High,High,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,ayudar,6.154858094,8.87958325,/ayudar a mi familia
Str,Initial,Mid,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,llegué,6.320768294,9.118941073,cuando yo llegué/
Non,Interior,High,Mid,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,y,influyen,3.784189634,5.459431619,eso influyen pues
Non,Interior,Mid,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,ellas,7.301822342,10.53430288,fueron ellas no muy
Str,Interior,High,Mid,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,bolsillo,4.795790546,6.918863237,en el bolsillo y
Str,Interior,Low,Mid,Tonic,G1BMM2,Female,Middle,Bachelor,20-35,y,mayores,6.725033642,9.702172685,pues a mayores/
Non,Initial,Low,Mid,Pretonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,lloviendo,3.465735903,5,estaba lloviendo mucho
Str,Interior,High,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,sombrilla,0,1,pues la sombrilla y
Non,Interior,High,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,sombrilla,0,1,con la sombrilla abierta
Non,Interior,High,Low,Postonic,G1BMM2,Female,Middle,Bachelor,20-35,ll,sombrilla,0,1,que con la sombrilla/
Str,Initial,Mid,High,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,lluvioso,2.48490665,3.584962501,y no lluvioso ni
Str,Interior,Low,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,y,ayer,7.155396302,10.32305476,/ayer tuvimos
Str,Interior,Low,Low,Pretonic,G1PPM1,Female,Low,Primary,15-19,ll,allá,8.323122888,12.00772811,por allá abajo
Str,Initial,Mid,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,porque ya nos
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llevo,6.171700597,8.903881846,barrio llevo tres
Str,Initial,Pause,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,/yo vengo de un barrio
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,que yo vivo
Str,Initial,High,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,y yo veo
Str,Initial,Mid,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,que ya ahora
Non,Initial,Mid,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,porque ya se ve
Str,Initial,High,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,y ya/
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,y,yo,10.67262308,15.39734039,que yo he vivido
Str,Initial,Mid,Mid,Tonic,G1PPM1,Female,Low,Primary,15-19,ll,llevo,6.171700597,8.903881846,lo que llevo acá
Str,Initial,Consonant,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,la Virgen ya era
Str,Interior,High,High,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,bulla,3.433987204,4.95419631,la bulla/
Str,Initial,Pause,Low,Tonic,G1PPM1,Female,Low,Primary,15-19,y,ya,10.11419408,14.59169765,/ya por acá
Non,Interior,Mid,Mid,Postonic,G1PPM1,Female,Low,Primary,15-19,ll,ellos,8.870522545,12.79745889,/ellos sí hicieron
